row_id,layer,ctor_module,ctor_unit,ctor_symbols,ktor_path,depth,evidence,gaps,parity_board_id
L1:feature/hs/hs_metrics.c,1_module,feature/hs,hs_metrics.c,hs_metrics,core/src/main/kotlin/org/kotlintor/hs/HsMetrics.kt;core/src/main/kotlin/org/kotlintor/metrics/Metrics.kt,D3,HsRelayNodelistElevationTest + HsMetrics vs hs_metrics.c; matched 2 path(s),full prometheus entry table thinner,
L1:feature/hs/hs_metrics_entry.c,1_module,feature/hs,hs_metrics_entry.c,hs_metrics_entry,core/src/main/kotlin/org/kotlintor/hs/HsMetricsEntry.kt;core/src/main/kotlin/org/kotlintor/metrics/Metrics.kt,D3,HsRelayNodelistElevationTest + HsMetricsEntry keys vs hs_metrics_entry.c; matched 2 path(s),full entry table thinner,
L1:feature/hs/hs_ob.c,1_module,feature/hs,hs_ob.c,hs_ob,core/src/main/kotlin/org/kotlintor/hs/HsOb.kt,D3,HsRelayNodelistElevationTest + HsOb/OnionBalanceFrontend vs hs_ob.c; matched 1 path(s),full OB backend sync thinner,
L1:feature/hs/hs_pow.c,1_module,feature/hs,hs_pow.c,hs_pow,core/src/main/kotlin/org/kotlintor/hs/HsPow.kt,D3,HsRelayNodelistElevationTest + HsPow effort vs hs_pow.c; matched 1 path(s),Equi-X solver thinner,
L1:feature/hs/hs_service.c,1_module,feature/hs,hs_service.c,hs_service,core/src/main/kotlin/org/kotlintor/hs/HsService.kt;core/src/main/kotlin/org/kotlintor/hs/OnionService.kt,D3,OnionService host path; matched 2 path(s),full hs_service.c edge cases,
L1:feature/hs/hs_stats.c,1_module,feature/hs,hs_stats.c,hs_stats,core/src/main/kotlin/org/kotlintor/stats/HsStats.kt,D3,HsRelayNodelistElevationTest + HsStats vs hs_stats.c; matched 1 path(s),full HS stats export thinner,
L1:feature/hs/hs_sys.c,1_module,feature/hs,hs_sys.c,hs_sys,core/src/main/kotlin/org/kotlintor/hs/HsSys.kt,D3,HsRelayNodelistElevationTest + HsSys lifecycle vs hs_sys.c; matched 1 path(s),subsystem event loop thinner,
L1:feature/hs_common/replaycache.c,1_module,feature/hs_common,replaycache.c,replaycache,core/src/main/kotlin/org/kotlintor/hs/ReplayCache.kt,D3,ReplayCache INTRODUCE2; matched 1 path(s),,
L1:feature/hs_common/shared_random_client.c,1_module,feature/hs_common,shared_random_client.c,shared_random_client,core/src/main/kotlin/org/kotlintor/dir/SharedRandomClient.kt;core/src/main/kotlin/org/kotlintor/dir/SharedRandom.kt,D3,AppMainElevationTest + SharedRandomClient vs shared_random_client.c; matched 2 path(s),full SRV fetch/store thinner,
L1:feature/keymgt/loadkey.c,1_module,feature/keymgt,loadkey.c,loadkey,core/src/main/kotlin/org/kotlintor/keymgt/LoadKey.kt,D3,LoadKeyElevationTest + ed_key_init_from_file flags vs loadkey.c; matched 1 path(s),encrypted secret / NEEDCERT / OfflineMasterKey path,
L1:feature/metrics/metrics.c,1_module,feature/metrics,metrics.c,metrics,core/src/main/kotlin/org/kotlintor/metrics/Metrics.kt;core/src/main/kotlin/org/kotlintor/hs/HsMetrics.kt;core/src/main/kotlin/org/kotlintor/hs/HsMetricsEntry.kt;core/src/main/kotlin/org/kotlintor/relay/MetricsPort.kt;core/src/main/kotlin/org/kotlintor/relay/RelayMetrics.kt,D3,AppMainElevationTest + Metrics/MetricsSys vs metrics.c; matched 6 path(s),full metrics store registry thinner,
L1:feature/metrics/metrics_sys.c,1_module,feature/metrics,metrics_sys.c,metrics_sys,core/src/main/kotlin/org/kotlintor/metrics/MetricsSys.kt;core/src/main/kotlin/org/kotlintor/relay/MetricsPort.kt;core/src/main/kotlin/org/kotlintor/metrics/Metrics.kt,D3,MetricsTorCertCryptPathElevationTest + MetricsSys init/shutdown vs metrics_sys.c; matched 3 path(s),full prometheus scrape HTTP + label matrix,
L1:feature/nodelist/authcert.c,1_module,feature/nodelist,authcert.c,authcert,core/src/main/kotlin/org/kotlintor/dir/AuthCert.kt;core/src/main/kotlin/org/kotlintor/dir/AuthCertParse.kt,D3,DirParseNodelistElevationTest + authcert naming primary; matched 2 path(s),full C Tor edge cases thinner,
L1:feature/nodelist/describe.c,1_module,feature/nodelist,describe.c,describe,core/src/main/kotlin/org/kotlintor/dir/Describe.kt;core/src/main/kotlin/org/kotlintor/dir/NicknameDescribeNodeSelect.kt,D3,DirParseNodelistElevationTest + describe naming primary; matched 2 path(s),full C Tor edge cases thinner,
L1:feature/nodelist/dirlist.c,1_module,feature/nodelist,dirlist.c,dirlist,core/src/main/kotlin/org/kotlintor/dir/DirList.kt,D3,DirListElevationTest + DirList digest/dirport helpers vs dirlist.c; matched 1 path(s),auth_dirport_usage enum matrix thinner,
L1:feature/nodelist/fmt_routerstatus.c,1_module,feature/nodelist,fmt_routerstatus.c,fmt_routerstatus,core/src/main/kotlin/org/kotlintor/dir/FmtRouterStatus.kt;core/src/main/kotlin/org/kotlintor/relay/Router.kt;core/src/main/kotlin/org/kotlintor/status/Status.kt,D3,FmtRouterStatusElevationTest + vote Measured/GuardFraction/id vs fmt_routerstatus.c; matched 3 path(s),descriptor digest assert path for non-control formats,
L1:feature/nodelist/microdesc.c,1_module,feature/nodelist,microdesc.c,microdesc,core/src/main/kotlin/org/kotlintor/dir/Microdesc.kt;core/src/main/kotlin/org/kotlintor/dir/MicrodescConsensus.kt;core/src/main/kotlin/org/kotlintor/dir/MicrodescParse.kt;core/src/main/kotlin/org/kotlintor/or/MicrodescCache.kt;core/src/main/kotlin/org/kotlintor/or/VoteMicrodescHash.kt,D3,DirParseNodelistElevationTest + microdesc naming primary; matched 5 path(s),full C Tor edge cases thinner,
L1:feature/nodelist/networkstatus.c,1_module,feature/nodelist,networkstatus.c,networkstatus,core/src/main/kotlin/org/kotlintor/dir/NetworkStatus.kt;core/src/main/kotlin/org/kotlintor/status/Status.kt;core/src/main/kotlin/org/kotlintor/or/NetworkstatusSrInfo.kt;core/src/main/kotlin/org/kotlintor/or/NetworkstatusVoterInfo.kt,D3,DirParseNodelistElevationTest + networkstatus naming primary; matched 4 path(s),full C Tor edge cases thinner,
L1:feature/nodelist/nickname.c,1_module,feature/nodelist,nickname.c,nickname,core/src/main/kotlin/org/kotlintor/dir/Nickname.kt;core/src/main/kotlin/org/kotlintor/dir/NicknameDescribeNodeSelect.kt,D3,DirParseNodelistElevationTest + nickname naming primary; matched 2 path(s),full C Tor edge cases thinner,
L1:feature/nodelist/node_select.c,1_module,feature/nodelist,node_select.c,node_select,core/src/main/kotlin/org/kotlintor/dir/NodeSelect.kt;core/src/main/kotlin/org/kotlintor/dir/Node.kt,D3,DirParseNodelistElevationTest + node_select naming primary; matched 2 path(s),full C Tor edge cases thinner,
L1:feature/nodelist/nodefamily.c,1_module,feature/nodelist,nodefamily.c,nodefamily,core/src/main/kotlin/org/kotlintor/dir/NodeFamily.kt;core/src/main/kotlin/org/kotlintor/dir/Node.kt,D3,DirParseNodelistElevationTest + nodefamily naming primary; matched 2 path(s),full C Tor edge cases thinner,
L1:feature/nodelist/nodelist.c,1_module,feature/nodelist,nodelist.c,nodelist,core/src/main/kotlin/org/kotlintor/dir/NodeList.kt;core/src/main/kotlin/org/kotlintor/dir/Node.kt,D3,DirParseNodelistElevationTest + nodelist naming primary; matched 2 path(s),full C Tor edge cases thinner,
L1:feature/nodelist/routerinfo.c,1_module,feature/nodelist,routerinfo.c,routerinfo,core/src/main/kotlin/org/kotlintor/dir/RouterInfo.kt;core/src/main/kotlin/org/kotlintor/relay/Router.kt,D3,HsRelayNodelistElevationTest + RouterInfo vs routerinfo.c; matched 2 path(s),full routerinfo parse/store thinner,
L1:feature/nodelist/routerlist.c,1_module,feature/nodelist,routerlist.c,routerlist,core/src/main/kotlin/org/kotlintor/dir/RouterList.kt;core/src/main/kotlin/org/kotlintor/relay/Router.kt,D3,HsRelayNodelistElevationTest + RouterList vs routerlist.c; matched 2 path(s),full routerlist download / store thinner,
L1:feature/nodelist/routerset.c,1_module,feature/nodelist,routerset.c,routerset,core/src/main/kotlin/org/kotlintor/dir/RouterSet.kt;core/src/main/kotlin/org/kotlintor/relay/Router.kt,D3,HsRelayNodelistElevationTest + RouterSet vs routerset.c; matched 2 path(s),full routerset policy matching thinner,
L1:feature/nodelist/torcert.c,1_module,feature/nodelist,torcert.c,torcert,core/src/main/kotlin/org/kotlintor/dir/TorCert.kt;core/src/main/kotlin/org/kotlintor/hs/Ed25519Cert.kt,D3,MetricsTorCertCryptPathElevationTest + TorCert parse/checksig/eq vs torcert.c; matched 2 path(s),RSA crosscert / X509 SHA256 cert-key types thinner,
L1:feature/relay/circuitbuild_relay.c,1_module,feature/relay,circuitbuild_relay.c,circuitbuild_relay,core/src/main/kotlin/org/kotlintor/circuit/CircuitBuildRelay.kt;core/src/main/kotlin/org/kotlintor/circuit/Circuit.kt;core/src/main/kotlin/org/kotlintor/circuit/Relay.kt;core/src/main/kotlin/org/kotlintor/circuit/CircuitBuild.kt,D3,HsRelayNodelistElevationTest + CircuitBuildRelay vs circuitbuild_relay.c; matched 4 path(s),full relay CREATE/EXTEND handling thinner,
L1:feature/relay/dns.c,1_module,feature/relay,dns.c,dns,core/src/main/kotlin/org/kotlintor/net/Dns.kt;core/src/main/kotlin/org/kotlintor/net/AutomapAndDnsCache.kt;core/src/main/kotlin/org/kotlintor/net/TcpDns.kt;core/src/main/kotlin/org/kotlintor/net/stack/FakeIpDnsCookies.kt;core/src/main/kotlin/org/kotlintor/net/stack/TunFakeDns.kt,D3,HsRelayNodelistElevationTest + Dns helpers vs dns.c; matched 12 path(s),full exit DNS cache / launch thinner,
L1:feature/relay/ext_orport.c,1_module,feature/relay,ext_orport.c,ext_orport,core/src/main/kotlin/org/kotlintor/pt/ExtOrPort.kt,D3,ExtOrPortServer; matched 1 path(s),,
L1:feature/relay/onion_queue.c,1_module,feature/relay,onion_queue.c,onion_queue,core/src/main/kotlin/org/kotlintor/relay/OnionQueue.kt;core/src/main/kotlin/org/kotlintor/circuit/Onion.kt,D3,HsRelayNodelistElevationTest + OnionQueue vs onion_queue.c; matched 2 path(s),priority CREATE queue parity thinner,
L1:feature/relay/relay_config.c,1_module,feature/relay,relay_config.c,relay_config,core/src/main/kotlin/org/kotlintor/relay/RelayConfig.kt;core/src/main/kotlin/org/kotlintor/config/Config.kt;core/src/main/kotlin/org/kotlintor/circuit/Relay.kt;core/src/main/kotlin/org/kotlintor/relay/RelayConfigView.kt,D3,HsRelayNodelistElevationTest + RelayConfig/View vs relay_config.c; matched 4 path(s),full relay_config validation matrix thinner,
L1:feature/relay/relay_find_addr.c,1_module,feature/relay,relay_find_addr.c,relay_find_addr,core/src/main/kotlin/org/kotlintor/relay/RelayFindAddr.kt;core/src/main/kotlin/org/kotlintor/circuit/Relay.kt,D3,HsRelayNodelistElevationTest + RelayFindAddr vs relay_find_addr.c; matched 2 path(s),full address suggestion / IPv6 ORPort thinner,
L1:feature/relay/relay_handshake.c,1_module,feature/relay,relay_handshake.c,relay_handshake,core/src/main/kotlin/org/kotlintor/relay/RelayHandshake.kt;core/src/main/kotlin/org/kotlintor/circuit/Relay.kt,D3,HsRelayNodelistElevationTest + RelayHandshake vs relay_handshake.c; matched 2 path(s),full OR handshake state machine thinner,
L1:feature/relay/relay_metrics.c,1_module,feature/relay,relay_metrics.c,relay_metrics,core/src/main/kotlin/org/kotlintor/relay/RelayMetrics.kt;core/src/main/kotlin/org/kotlintor/circuit/Relay.kt;core/src/main/kotlin/org/kotlintor/metrics/Metrics.kt,D3,HsRelayNodelistElevationTest + RelayMetrics vs relay_metrics.c; matched 3 path(s),full relay metrics catalog thinner,
L1:feature/relay/relay_periodic.c,1_module,feature/relay,relay_periodic.c,relay_periodic,core/src/main/kotlin/org/kotlintor/relay/RelayPeriodic.kt;core/src/main/kotlin/org/kotlintor/circuit/Relay.kt;core/src/main/kotlin/org/kotlintor/mainloop/Periodic.kt,D3,HsRelayNodelistElevationTest + RelayPeriodic vs relay_periodic.c; matched 3 path(s),full relay periodic events thinner,
L1:feature/relay/relay_stub.c,1_module,feature/relay,relay_stub.c,relay_stub,core/src/main/kotlin/org/kotlintor/circuit/Relay.kt,N/A,C Tor build stub when relay disabled; matched 1 path(s),kotlin-tor RelayService covers relay path,
L1:feature/relay/relay_sys.c,1_module,feature/relay,relay_sys.c,relay_sys,core/src/main/kotlin/org/kotlintor/relay/RelaySys.kt;core/src/main/kotlin/org/kotlintor/circuit/Relay.kt,D3,HsRelayNodelistElevationTest + RelaySys vs relay_sys.c; matched 2 path(s),subsystem lifecycle thinner,
L1:feature/relay/router.c,1_module,feature/relay,router.c,router,core/src/main/kotlin/org/kotlintor/relay/Router.kt;core/src/main/kotlin/org/kotlintor/dir/FmtRouterStatus.kt;core/src/main/kotlin/org/kotlintor/dir/RouterParse.kt;core/src/main/kotlin/org/kotlintor/dir/RouterList.kt;core/src/main/kotlin/org/kotlintor/dir/RouterSet.kt,D3,HsRelayNodelistElevationTest + Router/RouterMode vs router.c; matched 9 path(s),full router identity / descriptor publish thinner,
L1:feature/relay/routerkeys.c,1_module,feature/relay,routerkeys.c,routerkeys,core/src/main/kotlin/org/kotlintor/relay/RouterKeys.kt;core/src/main/kotlin/org/kotlintor/relay/Router.kt,D3,RelayStatsElevationTest + RouterKeys/OnionKeyRotator vs routerkeys.c; matched 2 path(s),full master key offline path thinner,
L1:feature/relay/routermode.c,1_module,feature/relay,routermode.c,routermode,core/src/main/kotlin/org/kotlintor/relay/RouterMode.kt;core/src/main/kotlin/org/kotlintor/relay/Router.kt,D3,RouterModeElevationTest + set_server_advertised/dir_server_mode vs routermode.c; matched 2 path(s),router_has_bandwidth_to_be_dirserver full accounting,
L1:feature/relay/selftest.c,1_module,feature/relay,selftest.c,selftest,core/src/main/kotlin/org/kotlintor/relay/Selftest.kt,D3,RelayStatsElevationTest + Selftest/RelaySelfTest vs selftest.c; matched 1 path(s),full ORPort IPv6 reachability thinner,
L1:feature/relay/transport_config.c,1_module,feature/relay,transport_config.c,transport_config,core/src/main/kotlin/org/kotlintor/relay/TransportConfig.kt;core/src/main/kotlin/org/kotlintor/config/Config.kt,D3,HsRelayNodelistElevationTest + TransportConfig vs transport_config.c; matched 2 path(s),full PT listen option matrix thinner,
L1:feature/rend/rendcommon.c,1_module,feature/rend,rendcommon.c,rendcommon,MISSING,N/A,Legacy onion service v2; out of kotlin-tor v3 scope; no kotlin match,legacy HS v2,
L1:feature/rend/rendmid.c,1_module,feature/rend,rendmid.c,rendmid,MISSING,N/A,Legacy onion service v2; out of kotlin-tor v3 scope; no kotlin match,legacy HS v2,
L1:feature/stats/bwhist.c,1_module,feature/stats,bwhist.c,bwhist,core/src/main/kotlin/org/kotlintor/relay/BwHist.kt,D3,RelayStatsElevationTest + BwHist vs bwhist.c; matched 1 path(s),full bw_array history export thinner,
L1:feature/stats/connstats.c,1_module,feature/stats,connstats.c,connstats,core/src/main/kotlin/org/kotlintor/stats/ConnStats.kt,D3,RelayStatsElevationTest + ConnStats vs connstats.c; matched 1 path(s),full conn-bi-direct export thinner,
L1:feature/stats/geoip_stats.c,1_module,feature/stats,geoip_stats.c,geoip_stats,core/src/main/kotlin/org/kotlintor/stats/GeoipStats.kt;core/src/main/kotlin/org/kotlintor/stats/GeoIpStats.kt;core/src/main/kotlin/org/kotlintor/dir/GeoIp.kt,D3,RelayStatsElevationTest + GeoipStats/GeoIpStats vs geoip_stats.c; matched 3 path(s),full geoip request history thinner,
L1:feature/stats/predict_ports.c,1_module,feature/stats,predict_ports.c,predict_ports,core/src/main/kotlin/org/kotlintor/dir/PredictPorts.kt,D3,RelayStatsElevationTest + PredictPorts vs predict_ports.c; matched 1 path(s),full port prediction window thinner,
L1:feature/stats/rephist.c,1_module,feature/stats,rephist.c,rephist,core/src/main/kotlin/org/kotlintor/relay/RepHist.kt,D3,RelayStatsElevationTest + RepHist vs rephist.c; matched 1 path(s),full reputation histograms thinner,
L1:lib/buf/buffers.c,1_module,lib/buf,buffers.c,buffers,core/src/main/kotlin/org/kotlintor/net/BytePipe.kt;core/src/main/kotlin/org/kotlintor/link/OrChannel.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 2 path(s),,
L1:lib/compress/compress.c,1_module,lib/compress,compress.c,compress,core/src/main/kotlin/org/kotlintor/compress/*;core/src/main/kotlin/org/kotlintor/compress/TorCompress.kt;core/src/main/kotlin/org/kotlintor/compress/CompressProvider.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 3 path(s),,
L1:lib/compress/compress_buf.c,1_module,lib/compress,compress_buf.c,compress_buf,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/compress/compress_lzma.c,1_module,lib/compress,compress_lzma.c,compress_lzma,core/src/main/kotlin/org/kotlintor/compress/*;core/src/main/kotlin/org/kotlintor/compress/ZstdLzmaProviders.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 2 path(s),,
L1:lib/compress/compress_none.c,1_module,lib/compress,compress_none.c,compress_none,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/compress/compress_zlib.c,1_module,lib/compress,compress_zlib.c,compress_zlib,core/src/main/kotlin/org/kotlintor/compress/*,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 1 path(s),,
L1:lib/compress/compress_zstd.c,1_module,lib/compress,compress_zstd.c,compress_zstd,core/src/main/kotlin/org/kotlintor/compress/*;core/src/main/kotlin/org/kotlintor/compress/ZstdLzmaProviders.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 2 path(s),,
L1:lib/confmgt/confmgt.c,1_module,lib/confmgt,confmgt.c,confmgt,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/confmgt/structvar.c,1_module,lib/confmgt,structvar.c,structvar,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/confmgt/type_defs.c,1_module,lib/confmgt,type_defs.c,type_defs,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/confmgt/typedvar.c,1_module,lib/confmgt,typedvar.c,typedvar,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/confmgt/unitparse.c,1_module,lib/confmgt,unitparse.c,unitparse,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/container/bloomfilt.c,1_module,lib/container,bloomfilt.c,bloomfilt,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/container/map.c,1_module,lib/container,map.c,map,core/src/main/kotlin/org/kotlintor/hs/HsCircuitmap.kt;core/src/main/kotlin/org/kotlintor/net/AutomapAndDnsCache.kt;core/src/main/kotlin/org/kotlintor/net/AddressMap.kt;core/src/main/kotlin/org/kotlintor/compress/ZstdLzmaProviders.kt;control/src/main/kotlin/org/kotlintor/control/BtrackOrconnMaps.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 5 path(s),,
L1:lib/container/namemap.c,1_module,lib/container,namemap.c,namemap,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/container/order.c,1_module,lib/container,order.c,order,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/container/smartlist.c,1_module,lib/container,smartlist.c,smartlist,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/aes_nss.c,1_module,lib/crypt_ops,aes_nss.c,aes_nss,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/aes_openssl.c,1_module,lib/crypt_ops,aes_openssl.c,aes_openssl,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_cipher.c,1_module,lib/crypt_ops,crypto_cipher.c,crypto_cipher,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_curve25519.c,1_module,lib/crypt_ops,crypto_curve25519.c,crypto_curve25519,core/src/main/kotlin/org/kotlintor/crypto/Curve25519.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 1 path(s),,
L1:lib/crypt_ops/crypto_dh.c,1_module,lib/crypt_ops,crypto_dh.c,crypto_dh,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_dh_nss.c,1_module,lib/crypt_ops,crypto_dh_nss.c,crypto_dh_nss,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_dh_openssl.c,1_module,lib/crypt_ops,crypto_dh_openssl.c,crypto_dh_openssl,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_digest.c,1_module,lib/crypt_ops,crypto_digest.c,crypto_digest,core/src/main/kotlin/org/kotlintor/crypto/Digest.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 1 path(s),,
L1:lib/crypt_ops/crypto_digest_nss.c,1_module,lib/crypt_ops,crypto_digest_nss.c,crypto_digest_nss,core/src/main/kotlin/org/kotlintor/crypto/Digest.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 1 path(s),,
L1:lib/crypt_ops/crypto_digest_openssl.c,1_module,lib/crypt_ops,crypto_digest_openssl.c,crypto_digest_openssl,core/src/main/kotlin/org/kotlintor/crypto/Digest.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 1 path(s),,
L1:lib/crypt_ops/crypto_ed25519.c,1_module,lib/crypt_ops,crypto_ed25519.c,crypto_ed25519,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_format.c,1_module,lib/crypt_ops,crypto_format.c,crypto_format,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_hkdf.c,1_module,lib/crypt_ops,crypto_hkdf.c,crypto_hkdf,core/src/main/kotlin/org/kotlintor/crypto/Hkdf.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 1 path(s),,
L1:lib/crypt_ops/crypto_init.c,1_module,lib/crypt_ops,crypto_init.c,crypto_init,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_nss_mgt.c,1_module,lib/crypt_ops,crypto_nss_mgt.c,crypto_nss_mgt,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_ope.c,1_module,lib/crypt_ops,crypto_ope.c,crypto_ope,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_openssl_mgt.c,1_module,lib/crypt_ops,crypto_openssl_mgt.c,crypto_openssl_mgt,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_pwbox.c,1_module,lib/crypt_ops,crypto_pwbox.c,crypto_pwbox,core/src/main/kotlin/org/kotlintor/trunnel/Pwbox.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 1 path(s),,
L1:lib/crypt_ops/crypto_rand.c,1_module,lib/crypt_ops,crypto_rand.c,crypto_rand,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_rand_fast.c,1_module,lib/crypt_ops,crypto_rand_fast.c,crypto_rand_fast,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_rand_numeric.c,1_module,lib/crypt_ops,crypto_rand_numeric.c,crypto_rand_numeric,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_rsa.c,1_module,lib/crypt_ops,crypto_rsa.c,crypto_rsa,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_rsa_nss.c,1_module,lib/crypt_ops,crypto_rsa_nss.c,crypto_rsa_nss,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_rsa_openssl.c,1_module,lib/crypt_ops,crypto_rsa_openssl.c,crypto_rsa_openssl,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_s2k.c,1_module,lib/crypt_ops,crypto_s2k.c,crypto_s2k,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/crypto_util.c,1_module,lib/crypt_ops,crypto_util.c,crypto_util,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/crypt_ops/digestset.c,1_module,lib/crypt_ops,digestset.c,digestset,core/src/main/kotlin/org/kotlintor/crypto/Digest.kt,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; matched 1 path(s),,
L1:lib/ctime/di_ops.c,1_module,lib/ctime,di_ops.c,di_ops,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/dispatch/dispatch_cfg.c,1_module,lib/dispatch,dispatch_cfg.c,dispatch_cfg,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/dispatch/dispatch_core.c,1_module,lib/dispatch,dispatch_core.c,dispatch_core,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/dispatch/dispatch_naming.c,1_module,lib/dispatch,dispatch_naming.c,dispatch_naming,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/dispatch/dispatch_new.c,1_module,lib/dispatch,dispatch_new.c,dispatch_new,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
L1:lib/encoding/binascii.c,1_module,lib/encoding,binascii.c,binascii,MISSING,N/A,Kotlin/JDK collections+stdlib+BC/Conscrypt stand in for C Tor lib/*; no kotlin match,,
